borough,crime_type,hour_of_day,incident_count
MANHATTAN,NYS LAWS-UNCLASSIFIED FELONY,12,1
MANHATTAN,NYS LAWS-UNCLASSIFIED FELONY,15,8
MANHATTAN,NYS LAWS-UNCLASSIFIED FELONY,16,1
MANHATTAN,NYS LAWS-UNCLASSIFIED FELONY,18,2
MANHATTAN,NYS LAWS-UNCLASSIFIED FELONY,19,3
MANHATTAN,NYS LAWS-UNCLASSIFIED FELONY,20,1
MANHATTAN,NYS LAWS-UNCLASSIFIED FELONY,21,1
MANHATTAN,NYS LAWS-UNCLASSIFIED FELONY,22,2
MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,0,12
MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,1,5
MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,2,4
MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,3,4
MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,4,3
MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,5,2
MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,6,5
MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,7,14
MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,8,17
MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,9,12
MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,10,21
MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,11,19
MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,12,18
MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,13,10
MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,14,20
MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,15,18
MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,16,16
MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,17,17
MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,18,18
MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,19,23
MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,20,11
MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,21,15
MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,22,4
MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,23,8
MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,0,7
MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,1,8
MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,2,4
MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,3,3
MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,4,5
MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,5,4
MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,6,3
MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,7,2
MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,8,9
MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,9,7
MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,10,4
MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,11,17
MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,12,4
MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,13,5
MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,14,6
MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,15,8
MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,16,3
MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,17,10
MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,18,6
MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,19,12
MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,20,10
MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,21,5
MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,22,4
MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,23,6
MANHATTAN,OFFENSES AGAINST PUBLIC SAFETY,0,10
MANHATTAN,OFFENSES AGAINST PUBLIC SAFETY,13,1
MANHATTAN,OFFENSES AGAINST PUBLIC SAFETY,15,1
MANHATTAN,OFFENSES AGAINST PUBLIC SAFETY,23,2
MANHATTAN,OFFENSES AGAINST THE PERSON,0,3
MANHATTAN,OFFENSES AGAINST THE PERSON,6,1
MANHATTAN,OFFENSES AGAINST THE PERSON,7,1
MANHATTAN,OFFENSES AGAINST THE PERSON,8,2
MANHATTAN,OFFENSES AGAINST THE PERSON,9,1
MANHATTAN,OFFENSES AGAINST THE PERSON,12,3
MANHATTAN,OFFENSES AGAINST THE PERSON,13,1
MANHATTAN,OFFENSES AGAINST THE PERSON,15,1
MANHATTAN,OFFENSES AGAINST THE PERSON,16,1
MANHATTAN,OFFENSES AGAINST THE PERSON,18,1
MANHATTAN,OFFENSES AGAINST THE PERSON,19,3
MANHATTAN,OFFENSES AGAINST THE PERSON,20,1
MANHATTAN,OFFENSES AGAINST THE PERSON,21,1
MANHATTAN,OFFENSES AGAINST THE PERSON,22,2
MANHATTAN,OFFENSES AGAINST THE PERSON,23,3
MANHATTAN,OFFENSES INVOLVING FRAUD,0,4
MANHATTAN,OFFENSES INVOLVING FRAUD,9,1
MANHATTAN,OFFENSES INVOLVING FRAUD,10,1
MANHATTAN,OFFENSES INVOLVING FRAUD,11,3
MANHATTAN,OFFENSES INVOLVING FRAUD,13,4
MANHATTAN,OFFENSES INVOLVING FRAUD,14,4
MANHATTAN,OFFENSES INVOLVING FRAUD,15,11
MANHATTAN,OFFENSES INVOLVING FRAUD,16,5
MANHATTAN,OFFENSES INVOLVING FRAUD,17,10
MANHATTAN,OFFENSES INVOLVING FRAUD,18,3
MANHATTAN,OFFENSES INVOLVING FRAUD,19,10
MANHATTAN,OFFENSES INVOLVING FRAUD,20,8
MANHATTAN,OFFENSES INVOLVING FRAUD,21,5
MANHATTAN,OFFENSES INVOLVING FRAUD,22,7
MANHATTAN,OFFENSES INVOLVING FRAUD,23,3
MANHATTAN,OTHER OFFENSES RELATED TO THEF,0,10
MANHATTAN,OTHER OFFENSES RELATED TO THEF,1,5
MANHATTAN,OTHER OFFENSES RELATED TO THEF,3,4
MANHATTAN,OTHER OFFENSES RELATED TO THEF,4,1
MANHATTAN,OTHER OFFENSES RELATED TO THEF,5,2
MANHATTAN,OTHER OFFENSES RELATED TO THEF,6,1
MANHATTAN,OTHER OFFENSES RELATED TO THEF,7,4
MANHATTAN,OTHER OFFENSES RELATED TO THEF,8,3
MANHATTAN,OTHER OFFENSES RELATED TO THEF,9,6
MANHATTAN,OTHER OFFENSES RELATED TO THEF,10,9
MANHATTAN,OTHER OFFENSES RELATED TO THEF,11,4
MANHATTAN,OTHER OFFENSES RELATED TO THEF,12,3
MANHATTAN,OTHER OFFENSES RELATED TO THEF,13,4
MANHATTAN,OTHER OFFENSES RELATED TO THEF,14,4
MANHATTAN,OTHER OFFENSES RELATED TO THEF,15,8
MANHATTAN,OTHER OFFENSES RELATED TO THEF,16,17
MANHATTAN,OTHER OFFENSES RELATED TO THEF,17,4
MANHATTAN,OTHER OFFENSES RELATED TO THEF,18,12
MANHATTAN,OTHER OFFENSES RELATED TO THEF,19,17
MANHATTAN,OTHER OFFENSES RELATED TO THEF,20,8
MANHATTAN,OTHER OFFENSES RELATED TO THEF,21,5
MANHATTAN,OTHER OFFENSES RELATED TO THEF,22,9
MANHATTAN,OTHER OFFENSES RELATED TO THEF,23,8
MANHATTAN,OTHER STATE LAWS (NON PENAL LA,0,4
MANHATTAN,OTHER STATE LAWS (NON PENAL LA,2,1
MANHATTAN,OTHER STATE LAWS (NON PENAL LA,8,2
MANHATTAN,OTHER STATE LAWS (NON PENAL LA,11,1
MANHATTAN,OTHER STATE LAWS (NON PENAL LA,12,1
MANHATTAN,OTHER STATE LAWS (NON PENAL LA,14,1
MANHATTAN,OTHER STATE LAWS (NON PENAL LA,15,2
MANHATTAN,OTHER STATE LAWS (NON PENAL LA,16,1
MANHATTAN,OTHER STATE LAWS (NON PENAL LA,17,1
MANHATTAN,OTHER STATE LAWS (NON PENAL LA,18,1
MANHATTAN,OTHER STATE LAWS (NON PENAL LA,20,1
MANHATTAN,OTHER STATE LAWS (NON PENAL LA,21,2
MANHATTAN,OTHER STATE LAWS (NON PENAL LA,23,2
MANHATTAN,PETIT LARCENY,0,50
MANHATTAN,PETIT LARCENY,1,34
MANHATTAN,PETIT LARCENY,2,17
MANHATTAN,PETIT LARCENY,3,25
MANHATTAN,PETIT LARCENY,4,18
MANHATTAN,PETIT LARCENY,5,25
MANHATTAN,PETIT LARCENY,6,26
MANHATTAN,PETIT LARCENY,7,78
MANHATTAN,PETIT LARCENY,8,167
MANHATTAN,PETIT LARCENY,9,153
MANHATTAN,PETIT LARCENY,10,174
MANHATTAN,PETIT LARCENY,11,216
MANHATTAN,PETIT LARCENY,12,305
MANHATTAN,PETIT LARCENY,13,230
MANHATTAN,PETIT LARCENY,14,213
MANHATTAN,PETIT LARCENY,15,218
MANHATTAN,PETIT LARCENY,16,217
MANHATTAN,PETIT LARCENY,17,206
MANHATTAN,PETIT LARCENY,18,206
MANHATTAN,PETIT LARCENY,19,154
MANHATTAN,PETIT LARCENY,20,110
MANHATTAN,PETIT LARCENY,21,84
MANHATTAN,PETIT LARCENY,22,61
MANHATTAN,PETIT LARCENY,23,38
MANHATTAN,PETIT LARCENY OF MOTOR VEHICLE,22,1
MANHATTAN,POSSESSION OF STOLEN PROPERTY,0,2
MANHATTAN,POSSESSION OF STOLEN PROPERTY,1,3
MANHATTAN,POSSESSION OF STOLEN PROPERTY,3,2
MANHATTAN,POSSESSION OF STOLEN PROPERTY,4,1
MANHATTAN,POSSESSION OF STOLEN PROPERTY,6,1
MANHATTAN,POSSESSION OF STOLEN PROPERTY,9,3
MANHATTAN,POSSESSION OF STOLEN PROPERTY,10,2
MANHATTAN,POSSESSION OF STOLEN PROPERTY,13,5
MANHATTAN,POSSESSION OF STOLEN PROPERTY,14,3
MANHATTAN,POSSESSION OF STOLEN PROPERTY,15,2
MANHATTAN,POSSESSION OF STOLEN PROPERTY,16,1
MANHATTAN,POSSESSION OF STOLEN PROPERTY,17,2
MANHATTAN,POSSESSION OF STOLEN PROPERTY,18,1
MANHATTAN,POSSESSION OF STOLEN PROPERTY,19,1
MANHATTAN,POSSESSION OF STOLEN PROPERTY,20,4
MANHATTAN,POSSESSION OF STOLEN PROPERTY,21,3
MANHATTAN,POSSESSION OF STOLEN PROPERTY,22,3
MANHATTAN,POSSESSION OF STOLEN PROPERTY,23,2
MANHATTAN,PROSTITUTION & RELATED OFFENSES,19,1
MANHATTAN,PROSTITUTION & RELATED OFFENSES,20,1
MANHATTAN,RAPE,0,3
MANHATTAN,RAPE,1,1
MANHATTAN,RAPE,2,3
MANHATTAN,RAPE,3,2
MANHATTAN,RAPE,4,1
MANHATTAN,RAPE,5,1
MANHATTAN,RAPE,6,1
MANHATTAN,RAPE,8,1
MANHATTAN,RAPE,11,2
MANHATTAN,RAPE,16,1
MANHATTAN,RAPE,17,2
MANHATTAN,RAPE,18,1
MANHATTAN,RAPE,20,1
MANHATTAN,RAPE,21,1
MANHATTAN,RAPE,22,1
MANHATTAN,RAPE,23,1
MANHATTAN,ROBBERY,0,9
MANHATTAN,ROBBERY,1,25
MANHATTAN,ROBBERY,2,22
MANHATTAN,ROBBERY,3,17
MANHATTAN,ROBBERY,4,5
MANHATTAN,ROBBERY,5,3
MANHATTAN,ROBBERY,6,7
MANHATTAN,ROBBERY,7,2
MANHATTAN,ROBBERY,8,5
MANHATTAN,ROBBERY,9,12
MANHATTAN,ROBBERY,10,8
MANHATTAN,ROBBERY,11,17
MANHATTAN,ROBBERY,12,14
MANHATTAN,ROBBERY,13,15
MANHATTAN,ROBBERY,14,15
MANHATTAN,ROBBERY,15,27
MANHATTAN,ROBBERY,16,32
MANHATTAN,ROBBERY,17,20
MANHATTAN,ROBBERY,18,27
MANHATTAN,ROBBERY,19,19
MANHATTAN,ROBBERY,20,18
MANHATTAN,ROBBERY,21,26
MANHATTAN,ROBBERY,22,20
MANHATTAN,ROBBERY,23,26
MANHATTAN,SEX CRIMES,0,21
MANHATTAN,SEX CRIMES,1,12
MANHATTAN,SEX CRIMES,2,8
MANHATTAN,SEX CRIMES,3,2
MANHATTAN,SEX CRIMES,4,5
MANHATTAN,SEX CRIMES,6,5
MANHATTAN,SEX CRIMES,7,5
MANHATTAN,SEX CRIMES,8,6
MANHATTAN,SEX CRIMES,9,5
MANHATTAN,SEX CRIMES,10,3
MANHATTAN,SEX CRIMES,11,2
MANHATTAN,SEX CRIMES,12,11
MANHATTAN,SEX CRIMES,13,4
MANHATTAN,SEX CRIMES,14,13
MANHATTAN,SEX CRIMES,15,6
MANHATTAN,SEX CRIMES,16,17
MANHATTAN,SEX CRIMES,17,11
MANHATTAN,SEX CRIMES,18,13
MANHATTAN,SEX CRIMES,19,2
MANHATTAN,SEX CRIMES,20,6
MANHATTAN,SEX CRIMES,21,10
MANHATTAN,SEX CRIMES,22,8
MANHATTAN,SEX CRIMES,23,8
MANHATTAN,THEFT OF SERVICES,9,1
MANHATTAN,THEFT OF SERVICES,10,1
MANHATTAN,THEFT OF SERVICES,13,1
MANHATTAN,THEFT OF SERVICES,20,2
MANHATTAN,THEFT OF SERVICES,22,2
MANHATTAN,THEFT-FRAUD,0,4
MANHATTAN,THEFT-FRAUD,1,3
MANHATTAN,THEFT-FRAUD,7,4
MANHATTAN,THEFT-FRAUD,8,6
MANHATTAN,THEFT-FRAUD,9,5
MANHATTAN,THEFT-FRAUD,10,5
MANHATTAN,THEFT-FRAUD,11,3
MANHATTAN,THEFT-FRAUD,12,17
MANHATTAN,THEFT-FRAUD,13,3
MANHATTAN,THEFT-FRAUD,14,2
MANHATTAN,THEFT-FRAUD,15,5
MANHATTAN,THEFT-FRAUD,16,4
MANHATTAN,THEFT-FRAUD,17,5
MANHATTAN,THEFT-FRAUD,18,1
MANHATTAN,THEFT-FRAUD,23,1
MANHATTAN,UNAUTHORIZED USE OF A VEHICLE,0,1
MANHATTAN,UNAUTHORIZED USE OF A VEHICLE,4,1
MANHATTAN,UNAUTHORIZED USE OF A VEHICLE,6,1
MANHATTAN,UNAUTHORIZED USE OF A VEHICLE,12,1
MANHATTAN,UNAUTHORIZED USE OF A VEHICLE,20,1
MANHATTAN,UNAUTHORIZED USE OF A VEHICLE,23,3
MANHATTAN,VEHICLE AND TRAFFIC LAWS,0,11
MANHATTAN,VEHICLE AND TRAFFIC LAWS,1,8
MANHATTAN,VEHICLE AND TRAFFIC LAWS,2,12
MANHATTAN,VEHICLE AND TRAFFIC LAWS,3,7
MANHATTAN,VEHICLE AND TRAFFIC LAWS,4,1
MANHATTAN,VEHICLE AND TRAFFIC LAWS,6,4
MANHATTAN,VEHICLE AND TRAFFIC LAWS,7,3
MANHATTAN,VEHICLE AND TRAFFIC LAWS,8,6
MANHATTAN,VEHICLE AND TRAFFIC LAWS,9,6
MANHATTAN,VEHICLE AND TRAFFIC LAWS,10,13
MANHATTAN,VEHICLE AND TRAFFIC LAWS,11,2
MANHATTAN,VEHICLE AND TRAFFIC LAWS,12,2
MANHATTAN,VEHICLE AND TRAFFIC LAWS,13,11
MANHATTAN,VEHICLE AND TRAFFIC LAWS,14,9
MANHATTAN,VEHICLE AND TRAFFIC LAWS,15,20
MANHATTAN,VEHICLE AND TRAFFIC LAWS,16,20
MANHATTAN,VEHICLE AND TRAFFIC LAWS,17,24
MANHATTAN,VEHICLE AND TRAFFIC LAWS,18,21
MANHATTAN,VEHICLE AND TRAFFIC LAWS,19,18
MANHATTAN,VEHICLE AND TRAFFIC LAWS,20,17
MANHATTAN,VEHICLE AND TRAFFIC LAWS,21,13
MANHATTAN,VEHICLE AND TRAFFIC LAWS,22,16
MANHATTAN,VEHICLE AND TRAFFIC LAWS,23,13
QUEENS,(null),14,1
QUEENS,ADMINISTRATIVE CODE,0,3
QUEENS,ADMINISTRATIVE CODE,3,1
QUEENS,ADMINISTRATIVE CODE,6,2
QUEENS,ADMINISTRATIVE CODE,8,1
QUEENS,ADMINISTRATIVE CODE,9,6
QUEENS,ADMINISTRATIVE CODE,10,1
QUEENS,ADMINISTRATIVE CODE,11,5
QUEENS,ADMINISTRATIVE CODE,12,1
QUEENS,ADMINISTRATIVE CODE,14,1
QUEENS,ADMINISTRATIVE CODE,15,1
QUEENS,ADMINISTRATIVE CODE,16,4
QUEENS,ADMINISTRATIVE CODE,17,1
QUEENS,ADMINISTRATIVE CODE,18,1
QUEENS,ADMINISTRATIVE CODE,19,1
QUEENS,ADMINISTRATIVE CODE,22,1
QUEENS,ADMINISTRATIVE CODE,23,1
QUEENS,ALCOHOLIC BEVERAGE CONTROL LAW,17,1
QUEENS,ALCOHOLIC BEVERAGE CONTROL LAW,20,2
QUEENS,ALCOHOLIC BEVERAGE CONTROL LAW,21,1
QUEENS,ARSON,0,2
QUEENS,ARSON,3,4
QUEENS,ARSON,4,2
QUEENS,ARSON,15,1
QUEENS,ARSON,20,3
QUEENS,ARSON,21,2
QUEENS,ASSAULT 3 & RELATED OFFENSES,0,47
QUEENS,ASSAULT 3 & RELATED OFFENSES,1,47
QUEENS,ASSAULT 3 & RELATED OFFENSES,2,41
QUEENS,ASSAULT 3 & RELATED OFFENSES,3,45
QUEENS,ASSAULT 3 & RELATED OFFENSES,4,36
QUEENS,ASSAULT 3 & RELATED OFFENSES,5,33
QUEENS,ASSAULT 3 & RELATED OFFENSES,6,24
QUEENS,ASSAULT 3 & RELATED OFFENSES,7,26
QUEENS,ASSAULT 3 & RELATED OFFENSES,8,32
QUEENS,ASSAULT 3 & RELATED OFFENSES,9,37
QUEENS,ASSAULT 3 & RELATED OFFENSES,10,32
QUEENS,ASSAULT 3 & RELATED OFFENSES,11,41
QUEENS,ASSAULT 3 & RELATED OFFENSES,12,37
QUEENS,ASSAULT 3 & RELATED OFFENSES,13,34
QUEENS,ASSAULT 3 & RELATED OFFENSES,14,67
QUEENS,ASSAULT 3 & RELATED OFFENSES,15,84
QUEENS,ASSAULT 3 & RELATED OFFENSES,16,80
QUEENS,ASSAULT 3 & RELATED OFFENSES,17,60
QUEENS,ASSAULT 3 & RELATED OFFENSES,18,60
QUEENS,ASSAULT 3 & RELATED OFFENSES,19,68
QUEENS,ASSAULT 3 & RELATED OFFENSES,20,76
QUEENS,ASSAULT 3 & RELATED OFFENSES,21,48
QUEENS,ASSAULT 3 & RELATED OFFENSES,22,58
QUEENS,ASSAULT 3 & RELATED OFFENSES,23,54
QUEENS,BURGLAR'S TOOLS,12,1
QUEENS,BURGLAR'S TOOLS,13,3
QUEENS,BURGLAR'S TOOLS,14,1
QUEENS,BURGLAR'S TOOLS,15,1
QUEENS,BURGLAR'S TOOLS,17,2
QUEENS,BURGLAR'S TOOLS,19,1
QUEENS,BURGLARY,0,21
QUEENS,BURGLARY,1,19
QUEENS,BURGLARY,2,18
QUEENS,BURGLARY,3,10
QUEENS,BURGLARY,4,9
QUEENS,BURGLARY,5,15
QUEENS,BURGLARY,6,11
QUEENS,BURGLARY,7,7
QUEENS,BURGLARY,8,6
QUEENS,BURGLARY,9,6
QUEENS,BURGLARY,10,16
QUEENS,BURGLARY,11,10
QUEENS,BURGLARY,12,8
QUEENS,BURGLARY,13,12
QUEENS,BURGLARY,14,16
QUEENS,BURGLARY,15,13
QUEENS,BURGLARY,16,12
QUEENS,BURGLARY,17,20
QUEENS,BURGLARY,18,11
QUEENS,BURGLARY,19,10
QUEENS,BURGLARY,20,15
QUEENS,BURGLARY,21,9
QUEENS,BURGLARY,22,7
QUEENS,BURGLARY,23,7
QUEENS,CANNABIS RELATED OFFENSES,0,1
QUEENS,CANNABIS RELATED OFFENSES,11,1
QUEENS,CANNABIS RELATED OFFENSES,13,4
QUEENS,CANNABIS RELATED OFFENSES,14,2
QUEENS,CANNABIS RELATED OFFENSES,16,1
QUEENS,CANNABIS RELATED OFFENSES,17,2
QUEENS,CANNABIS RELATED OFFENSES,18,2
QUEENS,CANNABIS RELATED OFFENSES,19,1
QUEENS,CANNABIS RELATED OFFENSES,22,2
QUEENS,CHILD ABANDONMENT/NON SUPPORT,4,2
QUEENS,CRIMINAL MISCHIEF & RELATED OF,0,52
QUEENS,CRIMINAL MISCHIEF & RELATED OF,1,32
QUEENS,CRIMINAL MISCHIEF & RELATED OF,2,22
QUEENS,CRIMINAL MISCHIEF & RELATED OF,3,26
QUEENS,CRIMINAL MISCHIEF & RELATED OF,4,22
QUEENS,CRIMINAL MISCHIEF & RELATED OF,5,21
QUEENS,CRIMINAL MISCHIEF & RELATED OF,6,13
QUEENS,CRIMINAL MISCHIEF & RELATED OF,7,21
QUEENS,CRIMINAL MISCHIEF & RELATED OF,8,31
QUEENS,CRIMINAL MISCHIEF & RELATED OF,9,26
QUEENS,CRIMINAL MISCHIEF & RELATED OF,10,21
QUEENS,CRIMINAL MISCHIEF & RELATED OF,11,23
QUEENS,CRIMINAL MISCHIEF & RELATED OF,12,39
QUEENS,CRIMINAL MISCHIEF & RELATED OF,13,24
QUEENS,CRIMINAL MISCHIEF & RELATED OF,14,35
QUEENS,CRIMINAL MISCHIEF & RELATED OF,15,43
QUEENS,CRIMINAL MISCHIEF & RELATED OF,16,41
QUEENS,CRIMINAL MISCHIEF & RELATED OF,17,41
QUEENS,CRIMINAL MISCHIEF & RELATED OF,18,50
QUEENS,CRIMINAL MISCHIEF & RELATED OF,19,53
QUEENS,CRIMINAL MISCHIEF & RELATED OF,20,65
QUEENS,CRIMINAL MISCHIEF & RELATED OF,21,40
QUEENS,CRIMINAL MISCHIEF & RELATED OF,22,45
QUEENS,CRIMINAL MISCHIEF & RELATED OF,23,34
QUEENS,CRIMINAL TRESPASS,1,2
QUEENS,CRIMINAL TRESPASS,2,2
QUEENS,CRIMINAL TRESPASS,3,4
QUEENS,CRIMINAL TRESPASS,4,4
QUEENS,CRIMINAL TRESPASS,5,3
QUEENS,CRIMINAL TRESPASS,6,2
QUEENS,CRIMINAL TRESPASS,7,1
QUEENS,CRIMINAL TRESPASS,8,3
QUEENS,CRIMINAL TRESPASS,9,6
QUEENS,CRIMINAL TRESPASS,10,2
QUEENS,CRIMINAL TRESPASS,11,3
QUEENS,CRIMINAL TRESPASS,12,5
QUEENS,CRIMINAL TRESPASS,13,2
QUEENS,CRIMINAL TRESPASS,14,1
QUEENS,CRIMINAL TRESPASS,16,3
QUEENS,CRIMINAL TRESPASS,17,4
QUEENS,CRIMINAL TRESPASS,18,3
QUEENS,CRIMINAL TRESPASS,19,3
QUEENS,CRIMINAL TRESPASS,20,2
QUEENS,CRIMINAL TRESPASS,21,1
QUEENS,CRIMINAL TRESPASS,22,4
QUEENS,CRIMINAL TRESPASS,23,1
QUEENS,DANGEROUS DRUGS,0,7
QUEENS,DANGEROUS DRUGS,1,5
QUEENS,DANGEROUS DRUGS,2,1
QUEENS,DANGEROUS DRUGS,3,1
QUEENS,DANGEROUS DRUGS,4,2
QUEENS,DANGEROUS DRUGS,5,3
QUEENS,DANGEROUS DRUGS,6,6
QUEENS,DANGEROUS DRUGS,7,5
QUEENS,DANGEROUS DRUGS,10,4
QUEENS,DANGEROUS DRUGS,11,3
QUEENS,DANGEROUS DRUGS,12,2
QUEENS,DANGEROUS DRUGS,13,10
QUEENS,DANGEROUS DRUGS,14,14
QUEENS,DANGEROUS DRUGS,15,18
QUEENS,DANGEROUS DRUGS,16,18
QUEENS,DANGEROUS DRUGS,17,22
QUEENS,DANGEROUS DRUGS,18,9
QUEENS,DANGEROUS DRUGS,19,6
QUEENS,DANGEROUS DRUGS,20,11
QUEENS,DANGEROUS DRUGS,21,13
QUEENS,DANGEROUS DRUGS,22,7
QUEENS,DANGEROUS DRUGS,23,4
QUEENS,DANGEROUS WEAPONS,0,5
QUEENS,DANGEROUS WEAPONS,1,4
QUEENS,DANGEROUS WEAPONS,2,4
QUEENS,DANGEROUS WEAPONS,3,5
QUEENS,DANGEROUS WEAPONS,4,2
QUEENS,DANGEROUS WEAPONS,5,1
QUEENS,DANGEROUS WEAPONS,6,5
QUEENS,DANGEROUS WEAPONS,7,6
QUEENS,DANGEROUS WEAPONS,8,3
QUEENS,DANGEROUS WEAPONS,9,6
QUEENS,DANGEROUS WEAPONS,10,3
QUEENS,DANGEROUS WEAPONS,11,6
QUEENS,DANGEROUS WEAPONS,12,1
QUEENS,DANGEROUS WEAPONS,13,6
QUEENS,DANGEROUS WEAPONS,14,4
QUEENS,DANGEROUS WEAPONS,15,11
QUEENS,DANGEROUS WEAPONS,16,12
QUEENS,DANGEROUS WEAPONS,17,12
QUEENS,DANGEROUS WEAPONS,18,2
QUEENS,DANGEROUS WEAPONS,19,8
QUEENS,DANGEROUS WEAPONS,20,5
QUEENS,DANGEROUS WEAPONS,21,4
QUEENS,DANGEROUS WEAPONS,22,4
QUEENS,DANGEROUS WEAPONS,23,7
QUEENS,DISORDERLY CONDUCT,11,1
QUEENS,DISORDERLY CONDUCT,15,1
QUEENS,DISORDERLY CONDUCT,16,1
QUEENS,FELONY ASSAULT,0,28
QUEENS,FELONY ASSAULT,1,23
QUEENS,FELONY ASSAULT,2,21
QUEENS,FELONY ASSAULT,3,20
QUEENS,FELONY ASSAULT,4,18
QUEENS,FELONY ASSAULT,5,9
QUEENS,FELONY ASSAULT,6,11
QUEENS,FELONY ASSAULT,7,22
QUEENS,FELONY ASSAULT,8,14
QUEENS,FELONY ASSAULT,9,13
QUEENS,FELONY ASSAULT,10,21
QUEENS,FELONY ASSAULT,11,14
QUEENS,FELONY ASSAULT,12,16
QUEENS,FELONY ASSAULT,13,15
QUEENS,FELONY ASSAULT,14,18
QUEENS,FELONY ASSAULT,15,32
QUEENS,FELONY ASSAULT,16,27
QUEENS,FELONY ASSAULT,17,22
QUEENS,FELONY ASSAULT,18,29
QUEENS,FELONY ASSAULT,19,30
QUEENS,FELONY ASSAULT,20,35
QUEENS,FELONY ASSAULT,21,27
QUEENS,FELONY ASSAULT,22,23
QUEENS,FELONY ASSAULT,23,27
QUEENS,FORGERY,0,7
QUEENS,FORGERY,1,1
QUEENS,FORGERY,2,1
QUEENS,FORGERY,3,1
QUEENS,FORGERY,4,2
QUEENS,FORGERY,5,2
QUEENS,FORGERY,6,1
QUEENS,FORGERY,7,1
QUEENS,FORGERY,8,3
QUEENS,FORGERY,9,4
QUEENS,FORGERY,10,1
QUEENS,FORGERY,11,3
QUEENS,FORGERY,12,2
QUEENS,FORGERY,13,2
QUEENS,FORGERY,14,3
QUEENS,FORGERY,15,8
QUEENS,FORGERY,16,10
QUEENS,FORGERY,17,9
QUEENS,FORGERY,18,7
QUEENS,FORGERY,19,12
QUEENS,FORGERY,20,12
QUEENS,FORGERY,21,5
QUEENS,FORGERY,22,8
QUEENS,FORGERY,23,7
QUEENS,FRAUDS,0,3
QUEENS,FRAUDS,1,1
QUEENS,FRAUDS,2,1
QUEENS,FRAUDS,5,1
QUEENS,FRAUDS,8,2
QUEENS,FRAUDS,9,1
QUEENS,FRAUDS,11,2
QUEENS,FRAUDS,12,7
QUEENS,FRAUDS,13,3
QUEENS,FRAUDS,15,5
QUEENS,FRAUDS,16,4
QUEENS,FRAUDS,17,2
QUEENS,FRAUDS,19,2
QUEENS,FRAUDS,20,3
QUEENS,FRAUDS,22,1
QUEENS,FRAUDS,23,1
QUEENS,FRAUDULENT ACCOSTING,13,2
QUEENS,FRAUDULENT ACCOSTING,14,1
QUEENS,GAMBLING,16,1
QUEENS,GAMBLING,17,3
QUEENS,GAMBLING,18,1
QUEENS,GRAND LARCENY,0,55
QUEENS,GRAND LARCENY,1,28
QUEENS,GRAND LARCENY,2,18
QUEENS,GRAND LARCENY,3,14
QUEENS,GRAND LARCENY,4,15
