borough,crime_type,hour_of_day,incident_count
(null),ARSON,2,1
(null),ARSON,5,1
(null),ARSON,9,1
(null),ARSON,12,1
(null),BURGLARY,9,1
(null),CRIMINAL MISCHIEF & RELATED OF,2,1
(null),CRIMINAL MISCHIEF & RELATED OF,5,1
(null),CRIMINAL MISCHIEF & RELATED OF,8,1
(null),CRIMINAL TRESPASS,18,1
(null),DANGEROUS WEAPONS,8,1
(null),GRAND LARCENY,10,1
(null),MISCELLANEOUS PENAL LAW,9,1
(null),OFFENSES AGAINST PUBLIC ADMINI,15,1
(null),OFFENSES AGAINST PUBLIC ADMINI,17,1
(null),OFFENSES AGAINST PUBLIC ADMINI,22,1
(null),OTHER OFFENSES RELATED TO THEF,12,1
(null),PETIT LARCENY,0,2
(null),PETIT LARCENY,1,1
(null),PETIT LARCENY,2,2
(null),PETIT LARCENY,8,1
(null),PETIT LARCENY,9,3
(null),PETIT LARCENY,10,3
(null),PETIT LARCENY,11,7
(null),PETIT LARCENY,12,9
(null),PETIT LARCENY,13,7
(null),PETIT LARCENY,14,11
(null),PETIT LARCENY,15,8
(null),PETIT LARCENY,16,13
(null),PETIT LARCENY,17,8
(null),PETIT LARCENY,18,6
(null),PETIT LARCENY,19,3
(null),PETIT LARCENY,20,5
(null),PETIT LARCENY,21,2
(null),PETIT LARCENY,22,3
(null),PETIT LARCENY,23,4
(null),VEHICLE AND TRAFFIC LAWS,19,1
BRONX,(null),23,1
BRONX,ADMINISTRATIVE CODE,0,7
BRONX,ADMINISTRATIVE CODE,1,3
BRONX,ADMINISTRATIVE CODE,2,3
BRONX,ADMINISTRATIVE CODE,4,1
BRONX,ADMINISTRATIVE CODE,5,1
BRONX,ADMINISTRATIVE CODE,7,2
BRONX,ADMINISTRATIVE CODE,8,1
BRONX,ADMINISTRATIVE CODE,10,2
BRONX,ADMINISTRATIVE CODE,11,3
BRONX,ADMINISTRATIVE CODE,12,2
BRONX,ADMINISTRATIVE CODE,14,3
BRONX,ADMINISTRATIVE CODE,15,1
BRONX,ADMINISTRATIVE CODE,16,1
BRONX,ADMINISTRATIVE CODE,18,1
BRONX,ADMINISTRATIVE CODE,19,4
BRONX,ADMINISTRATIVE CODE,20,2
BRONX,ADMINISTRATIVE CODE,21,1
BRONX,ADMINISTRATIVE CODE,22,1
BRONX,ADMINISTRATIVE CODE,23,1
BRONX,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,7,2
BRONX,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,10,2
BRONX,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,14,1
BRONX,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,19,2
BRONX,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,20,1
BRONX,ARSON,0,3
BRONX,ARSON,1,1
BRONX,ARSON,3,1
BRONX,ARSON,4,3
BRONX,ARSON,6,2
BRONX,ARSON,7,2
BRONX,ARSON,10,2
BRONX,ARSON,13,1
BRONX,ARSON,14,2
BRONX,ARSON,17,1
BRONX,ARSON,18,2
BRONX,ARSON,21,1
BRONX,ARSON,23,1
BRONX,ASSAULT 3 & RELATED OFFENSES,0,60
BRONX,ASSAULT 3 & RELATED OFFENSES,1,49
BRONX,ASSAULT 3 & RELATED OFFENSES,2,35
BRONX,ASSAULT 3 & RELATED OFFENSES,3,31
BRONX,ASSAULT 3 & RELATED OFFENSES,4,32
BRONX,ASSAULT 3 & RELATED OFFENSES,5,20
BRONX,ASSAULT 3 & RELATED OFFENSES,6,26
BRONX,ASSAULT 3 & RELATED OFFENSES,7,36
BRONX,ASSAULT 3 & RELATED OFFENSES,8,47
BRONX,ASSAULT 3 & RELATED OFFENSES,9,41
BRONX,ASSAULT 3 & RELATED OFFENSES,10,43
BRONX,ASSAULT 3 & RELATED OFFENSES,11,42
BRONX,ASSAULT 3 & RELATED OFFENSES,12,59
BRONX,ASSAULT 3 & RELATED OFFENSES,13,67
BRONX,ASSAULT 3 & RELATED OFFENSES,14,75
BRONX,ASSAULT 3 & RELATED OFFENSES,15,90
BRONX,ASSAULT 3 & RELATED OFFENSES,16,80
BRONX,ASSAULT 3 & RELATED OFFENSES,17,91
BRONX,ASSAULT 3 & RELATED OFFENSES,18,76
BRONX,ASSAULT 3 & RELATED OFFENSES,19,66
BRONX,ASSAULT 3 & RELATED OFFENSES,20,66
BRONX,ASSAULT 3 & RELATED OFFENSES,21,77
BRONX,ASSAULT 3 & RELATED OFFENSES,22,64
BRONX,ASSAULT 3 & RELATED OFFENSES,23,55
BRONX,BURGLAR'S TOOLS,0,1
BRONX,BURGLARY,0,14
BRONX,BURGLARY,1,13
BRONX,BURGLARY,2,11
BRONX,BURGLARY,3,9
BRONX,BURGLARY,4,9
BRONX,BURGLARY,5,9
BRONX,BURGLARY,6,4
BRONX,BURGLARY,7,5
BRONX,BURGLARY,8,15
BRONX,BURGLARY,9,4
BRONX,BURGLARY,10,9
BRONX,BURGLARY,11,10
BRONX,BURGLARY,12,8
BRONX,BURGLARY,13,6
BRONX,BURGLARY,14,11
BRONX,BURGLARY,15,10
BRONX,BURGLARY,16,14
BRONX,BURGLARY,17,17
BRONX,BURGLARY,18,21
BRONX,BURGLARY,19,10
BRONX,BURGLARY,20,18
BRONX,BURGLARY,21,16
BRONX,BURGLARY,22,9
BRONX,BURGLARY,23,5
BRONX,CANNABIS RELATED OFFENSES,12,2
BRONX,CANNABIS RELATED OFFENSES,19,3
BRONX,CHILD ABANDONMENT/NON SUPPORT,1,1
BRONX,CHILD ABANDONMENT/NON SUPPORT,2,1
BRONX,CHILD ABANDONMENT/NON SUPPORT,15,1
BRONX,CHILD ABANDONMENT/NON SUPPORT,21,2
BRONX,CRIMINAL MISCHIEF & RELATED OF,0,41
BRONX,CRIMINAL MISCHIEF & RELATED OF,1,30
BRONX,CRIMINAL MISCHIEF & RELATED OF,2,19
BRONX,CRIMINAL MISCHIEF & RELATED OF,3,21
BRONX,CRIMINAL MISCHIEF & RELATED OF,4,19
BRONX,CRIMINAL MISCHIEF & RELATED OF,5,19
BRONX,CRIMINAL MISCHIEF & RELATED OF,6,36
BRONX,CRIMINAL MISCHIEF & RELATED OF,7,27
BRONX,CRIMINAL MISCHIEF & RELATED OF,8,20
BRONX,CRIMINAL MISCHIEF & RELATED OF,9,47
BRONX,CRIMINAL MISCHIEF & RELATED OF,10,25
BRONX,CRIMINAL MISCHIEF & RELATED OF,11,24
BRONX,CRIMINAL MISCHIEF & RELATED OF,12,35
BRONX,CRIMINAL MISCHIEF & RELATED OF,13,19
BRONX,CRIMINAL MISCHIEF & RELATED OF,14,31
BRONX,CRIMINAL MISCHIEF & RELATED OF,15,38
BRONX,CRIMINAL MISCHIEF & RELATED OF,16,45
BRONX,CRIMINAL MISCHIEF & RELATED OF,17,49
BRONX,CRIMINAL MISCHIEF & RELATED OF,18,64
BRONX,CRIMINAL MISCHIEF & RELATED OF,19,61
BRONX,CRIMINAL MISCHIEF & RELATED OF,20,59
BRONX,CRIMINAL MISCHIEF & RELATED OF,21,32
BRONX,CRIMINAL MISCHIEF & RELATED OF,22,34
BRONX,CRIMINAL MISCHIEF & RELATED OF,23,46
BRONX,CRIMINAL TRESPASS,0,2
BRONX,CRIMINAL TRESPASS,1,2
BRONX,CRIMINAL TRESPASS,2,4
BRONX,CRIMINAL TRESPASS,3,6
BRONX,CRIMINAL TRESPASS,4,1
BRONX,CRIMINAL TRESPASS,5,2
BRONX,CRIMINAL TRESPASS,7,2
BRONX,CRIMINAL TRESPASS,8,1
BRONX,CRIMINAL TRESPASS,9,1
BRONX,CRIMINAL TRESPASS,10,3
BRONX,CRIMINAL TRESPASS,11,2
BRONX,CRIMINAL TRESPASS,12,1
BRONX,CRIMINAL TRESPASS,13,1
BRONX,CRIMINAL TRESPASS,14,1
BRONX,CRIMINAL TRESPASS,15,3
BRONX,CRIMINAL TRESPASS,16,1
BRONX,CRIMINAL TRESPASS,17,1
BRONX,CRIMINAL TRESPASS,18,5
BRONX,CRIMINAL TRESPASS,19,4
BRONX,CRIMINAL TRESPASS,20,4
BRONX,CRIMINAL TRESPASS,21,3
BRONX,CRIMINAL TRESPASS,22,3
BRONX,CRIMINAL TRESPASS,23,2
BRONX,DANGEROUS DRUGS,0,5
BRONX,DANGEROUS DRUGS,1,2
BRONX,DANGEROUS DRUGS,2,4
BRONX,DANGEROUS DRUGS,3,1
BRONX,DANGEROUS DRUGS,4,1
BRONX,DANGEROUS DRUGS,5,2
BRONX,DANGEROUS DRUGS,6,4
BRONX,DANGEROUS DRUGS,7,7
BRONX,DANGEROUS DRUGS,8,2
BRONX,DANGEROUS DRUGS,9,1
BRONX,DANGEROUS DRUGS,10,1
BRONX,DANGEROUS DRUGS,11,11
BRONX,DANGEROUS DRUGS,12,7
BRONX,DANGEROUS DRUGS,13,19
BRONX,DANGEROUS DRUGS,14,24
BRONX,DANGEROUS DRUGS,15,21
BRONX,DANGEROUS DRUGS,16,28
BRONX,DANGEROUS DRUGS,17,18
BRONX,DANGEROUS DRUGS,18,20
BRONX,DANGEROUS DRUGS,19,10
BRONX,DANGEROUS DRUGS,20,19
BRONX,DANGEROUS DRUGS,21,10
BRONX,DANGEROUS DRUGS,22,5
BRONX,DANGEROUS DRUGS,23,6
BRONX,DANGEROUS WEAPONS,0,10
BRONX,DANGEROUS WEAPONS,1,10
BRONX,DANGEROUS WEAPONS,2,5
BRONX,DANGEROUS WEAPONS,5,4
BRONX,DANGEROUS WEAPONS,6,3
BRONX,DANGEROUS WEAPONS,7,2
BRONX,DANGEROUS WEAPONS,8,1
BRONX,DANGEROUS WEAPONS,9,1
BRONX,DANGEROUS WEAPONS,11,1
BRONX,DANGEROUS WEAPONS,13,6
BRONX,DANGEROUS WEAPONS,14,3
BRONX,DANGEROUS WEAPONS,15,3
BRONX,DANGEROUS WEAPONS,16,4
BRONX,DANGEROUS WEAPONS,17,6
BRONX,DANGEROUS WEAPONS,18,4
BRONX,DANGEROUS WEAPONS,19,11
BRONX,DANGEROUS WEAPONS,20,14
BRONX,DANGEROUS WEAPONS,21,18
BRONX,DANGEROUS WEAPONS,22,14
BRONX,DANGEROUS WEAPONS,23,11
BRONX,DISORDERLY CONDUCT,20,1
BRONX,ENDAN WELFARE INCOMP,19,1
BRONX,ESCAPE 3,13,1
BRONX,FELONY ASSAULT,0,35
BRONX,FELONY ASSAULT,1,20
BRONX,FELONY ASSAULT,2,23
BRONX,FELONY ASSAULT,3,14
BRONX,FELONY ASSAULT,4,16
BRONX,FELONY ASSAULT,5,15
BRONX,FELONY ASSAULT,6,24
BRONX,FELONY ASSAULT,7,20
BRONX,FELONY ASSAULT,8,25
BRONX,FELONY ASSAULT,9,22
BRONX,FELONY ASSAULT,10,40
BRONX,FELONY ASSAULT,11,28
BRONX,FELONY ASSAULT,12,27
BRONX,FELONY ASSAULT,13,19
BRONX,FELONY ASSAULT,14,42
BRONX,FELONY ASSAULT,15,21
BRONX,FELONY ASSAULT,16,35
BRONX,FELONY ASSAULT,17,34
BRONX,FELONY ASSAULT,18,44
BRONX,FELONY ASSAULT,19,48
BRONX,FELONY ASSAULT,20,29
BRONX,FELONY ASSAULT,21,39
BRONX,FELONY ASSAULT,22,40
BRONX,FELONY ASSAULT,23,23
BRONX,FORGERY,0,3
BRONX,FORGERY,1,4
BRONX,FORGERY,2,1
BRONX,FORGERY,3,1
BRONX,FORGERY,10,4
BRONX,FORGERY,11,2
BRONX,FORGERY,12,5
BRONX,FORGERY,13,2
BRONX,FORGERY,14,4
BRONX,FORGERY,15,2
BRONX,FORGERY,16,11
BRONX,FORGERY,17,8
BRONX,FORGERY,18,6
BRONX,FORGERY,19,7
BRONX,FORGERY,20,6
BRONX,FORGERY,21,3
BRONX,FORGERY,22,4
BRONX,FORGERY,23,5
BRONX,FRAUDS,0,2
BRONX,FRAUDS,2,1
BRONX,FRAUDS,5,1
BRONX,FRAUDS,8,1
BRONX,FRAUDS,9,3
BRONX,FRAUDS,10,1
BRONX,FRAUDS,11,2
BRONX,FRAUDS,12,3
BRONX,FRAUDS,13,3
BRONX,FRAUDS,15,5
BRONX,FRAUDS,16,2
BRONX,FRAUDS,18,1
BRONX,FRAUDS,19,5
BRONX,FRAUDS,20,1
BRONX,FRAUDS,21,1
BRONX,GAMBLING,0,1
BRONX,GAMBLING,17,1
BRONX,GRAND LARCENY,0,32
BRONX,GRAND LARCENY,1,16
BRONX,GRAND LARCENY,2,18
BRONX,GRAND LARCENY,3,22
BRONX,GRAND LARCENY,4,14
BRONX,GRAND LARCENY,5,9
BRONX,GRAND LARCENY,6,10
BRONX,GRAND LARCENY,7,20
BRONX,GRAND LARCENY,8,23
BRONX,GRAND LARCENY,9,33
BRONX,GRAND LARCENY,10,28
BRONX,GRAND LARCENY,11,21
BRONX,GRAND LARCENY,12,45
BRONX,GRAND LARCENY,13,38
BRONX,GRAND LARCENY,14,50
BRONX,GRAND LARCENY,15,53
BRONX,GRAND LARCENY,16,50
BRONX,GRAND LARCENY,17,68
BRONX,GRAND LARCENY,18,61
BRONX,GRAND LARCENY,19,41
BRONX,GRAND LARCENY,20,49
BRONX,GRAND LARCENY,21,37
BRONX,GRAND LARCENY,22,36
BRONX,GRAND LARCENY,23,29
BRONX,GRAND LARCENY OF MOTOR VEHICLE,0,12
BRONX,GRAND LARCENY OF MOTOR VEHICLE,1,14
BRONX,GRAND LARCENY OF MOTOR VEHICLE,2,9
BRONX,GRAND LARCENY OF MOTOR VEHICLE,3,9
BRONX,GRAND LARCENY OF MOTOR VEHICLE,4,11
BRONX,GRAND LARCENY OF MOTOR VEHICLE,5,6
BRONX,GRAND LARCENY OF MOTOR VEHICLE,6,8
BRONX,GRAND LARCENY OF MOTOR VEHICLE,7,7
BRONX,GRAND LARCENY OF MOTOR VEHICLE,8,8
BRONX,GRAND LARCENY OF MOTOR VEHICLE,9,7
BRONX,GRAND LARCENY OF MOTOR VEHICLE,10,12
BRONX,GRAND LARCENY OF MOTOR VEHICLE,11,9
BRONX,GRAND LARCENY OF MOTOR VEHICLE,12,12
BRONX,GRAND LARCENY OF MOTOR VEHICLE,13,9
BRONX,GRAND LARCENY OF MOTOR VEHICLE,14,14
BRONX,GRAND LARCENY OF MOTOR VEHICLE,15,24
BRONX,GRAND LARCENY OF MOTOR VEHICLE,16,30
BRONX,GRAND LARCENY OF MOTOR VEHICLE,17,27
BRONX,GRAND LARCENY OF MOTOR VEHICLE,18,40
BRONX,GRAND LARCENY OF MOTOR VEHICLE,19,26
BRONX,GRAND LARCENY OF MOTOR VEHICLE,20,32
BRONX,GRAND LARCENY OF MOTOR VEHICLE,21,36
BRONX,GRAND LARCENY OF MOTOR VEHICLE,22,35
BRONX,GRAND LARCENY OF MOTOR VEHICLE,23,20
BRONX,HARRASSMENT 2,0,48
BRONX,HARRASSMENT 2,1,38
BRONX,HARRASSMENT 2,2,25
BRONX,HARRASSMENT 2,3,27
BRONX,HARRASSMENT 2,4,22
BRONX,HARRASSMENT 2,5,26
BRONX,HARRASSMENT 2,6,25
BRONX,HARRASSMENT 2,7,53
BRONX,HARRASSMENT 2,8,71
BRONX,HARRASSMENT 2,9,86
BRONX,HARRASSMENT 2,10,77
BRONX,HARRASSMENT 2,11,79
BRONX,HARRASSMENT 2,12,104
BRONX,HARRASSMENT 2,13,111
BRONX,HARRASSMENT 2,14,112
BRONX,HARRASSMENT 2,15,114
BRONX,HARRASSMENT 2,16,106
BRONX,HARRASSMENT 2,17,99
BRONX,HARRASSMENT 2,18,98
BRONX,HARRASSMENT 2,19,80
BRONX,HARRASSMENT 2,20,77
BRONX,HARRASSMENT 2,21,69
BRONX,HARRASSMENT 2,22,67
BRONX,HARRASSMENT 2,23,54
BRONX,INTOXICATED & IMPAIRED DRIVING,0,5
BRONX,INTOXICATED & IMPAIRED DRIVING,1,6
BRONX,INTOXICATED & IMPAIRED DRIVING,2,7
BRONX,INTOXICATED & IMPAIRED DRIVING,3,7
BRONX,INTOXICATED & IMPAIRED DRIVING,4,7
BRONX,INTOXICATED & IMPAIRED DRIVING,5,4
BRONX,INTOXICATED & IMPAIRED DRIVING,7,1
BRONX,INTOXICATED & IMPAIRED DRIVING,8,1
BRONX,INTOXICATED & IMPAIRED DRIVING,10,1
BRONX,INTOXICATED & IMPAIRED DRIVING,11,2
BRONX,INTOXICATED & IMPAIRED DRIVING,12,2
BRONX,INTOXICATED & IMPAIRED DRIVING,15,1
BRONX,INTOXICATED & IMPAIRED DRIVING,17,2
BRONX,INTOXICATED & IMPAIRED DRIVING,18,3
BRONX,INTOXICATED & IMPAIRED DRIVING,19,3
BRONX,INTOXICATED & IMPAIRED DRIVING,20,2
BRONX,INTOXICATED & IMPAIRED DRIVING,21,4
BRONX,INTOXICATED & IMPAIRED DRIVING,22,7
BRONX,INTOXICATED & IMPAIRED DRIVING,23,8
BRONX,KIDNAPPING & RELATED OFFENSES,10,1
BRONX,MISCELLANEOUS PENAL LAW,0,14
BRONX,MISCELLANEOUS PENAL LAW,1,7
BRONX,MISCELLANEOUS PENAL LAW,2,15
BRONX,MISCELLANEOUS PENAL LAW,3,2
BRONX,MISCELLANEOUS PENAL LAW,4,3
BRONX,MISCELLANEOUS PENAL LAW,6,13
BRONX,MISCELLANEOUS PENAL LAW,7,2
BRONX,MISCELLANEOUS PENAL LAW,8,6
BRONX,MISCELLANEOUS PENAL LAW,9,7
BRONX,MISCELLANEOUS PENAL LAW,10,9
BRONX,MISCELLANEOUS PENAL LAW,11,18
BRONX,MISCELLANEOUS PENAL LAW,12,14
BRONX,MISCELLANEOUS PENAL LAW,13,8
BRONX,MISCELLANEOUS PENAL LAW,14,23
BRONX,MISCELLANEOUS PENAL LAW,15,12
BRONX,MISCELLANEOUS PENAL LAW,16,15
BRONX,MISCELLANEOUS PENAL LAW,17,16
BRONX,MISCELLANEOUS PENAL LAW,18,18
BRONX,MISCELLANEOUS PENAL LAW,19,23
BRONX,MISCELLANEOUS PENAL LAW,20,18
BRONX,MISCELLANEOUS PENAL LAW,21,19
BRONX,MISCELLANEOUS PENAL LAW,22,14
BRONX,MISCELLANEOUS PENAL LAW,23,16
BRONX,MURDER & NON-NEGL. MANSLAUGHTER,3,1
BRONX,MURDER & NON-NEGL. MANSLAUGHTER,20,1
BRONX,NYS LAWS-UNCLASSIFIED FELONY,0,2
BRONX,NYS LAWS-UNCLASSIFIED FELONY,5,1
BRONX,NYS LAWS-UNCLASSIFIED FELONY,6,2
BRONX,NYS LAWS-UNCLASSIFIED FELONY,7,1
BRONX,NYS LAWS-UNCLASSIFIED FELONY,10,1
BRONX,NYS LAWS-UNCLASSIFIED FELONY,11,2
BRONX,NYS LAWS-UNCLASSIFIED FELONY,13,2
BRONX,NYS LAWS-UNCLASSIFIED FELONY,15,2
BRONX,NYS LAWS-UNCLASSIFIED FELONY,16,1
BRONX,NYS LAWS-UNCLASSIFIED FELONY,17,1
BRONX,NYS LAWS-UNCLASSIFIED FELONY,18,6
BRONX,NYS LAWS-UNCLASSIFIED FELONY,19,10
BRONX,NYS LAWS-UNCLASSIFIED FELONY,20,4
BRONX,NYS LAWS-UNCLASSIFIED FELONY,21,2
BRONX,NYS LAWS-UNCLASSIFIED FELONY,23,2
BRONX,OFF. AGNST PUB ORD SENSBLTY &,0,13
BRONX,OFF. AGNST PUB ORD SENSBLTY &,1,4
BRONX,OFF. AGNST PUB ORD SENSBLTY &,2,12
BRONX,OFF. AGNST PUB ORD SENSBLTY &,3,10
BRONX,OFF. AGNST PUB ORD SENSBLTY &,4,9
BRONX,OFF. AGNST PUB ORD SENSBLTY &,5,4
BRONX,OFF. AGNST PUB ORD SENSBLTY &,6,9
BRONX,OFF. AGNST PUB ORD SENSBLTY &,7,7
BRONX,OFF. AGNST PUB ORD SENSBLTY &,8,15
BRONX,OFF. AGNST PUB ORD SENSBLTY &,9,17
BRONX,OFF. AGNST PUB ORD SENSBLTY &,10,17
BRONX,OFF. AGNST PUB ORD SENSBLTY &,11,18
BRONX,OFF. AGNST PUB ORD SENSBLTY &,12,25
BRONX,OFF. AGNST PUB ORD SENSBLTY &,13,14
BRONX,OFF. AGNST PUB ORD SENSBLTY &,14,19
BRONX,OFF. AGNST PUB ORD SENSBLTY &,15,32
BRONX,OFF. AGNST PUB ORD SENSBLTY &,16,24
BRONX,OFF. AGNST PUB ORD SENSBLTY &,17,23
BRONX,OFF. AGNST PUB ORD SENSBLTY &,18,24
BRONX,OFF. AGNST PUB ORD SENSBLTY &,19,20
BRONX,OFF. AGNST PUB ORD SENSBLTY &,20,34
BRONX,OFF. AGNST PUB ORD SENSBLTY &,21,19
BRONX,OFF. AGNST PUB ORD SENSBLTY &,22,11
BRONX,OFF. AGNST PUB ORD SENSBLTY &,23,13
BRONX,OFFENSES AGAINST PUBLIC ADMINI,0,9
BRONX,OFFENSES AGAINST PUBLIC ADMINI,1,4
BRONX,OFFENSES AGAINST PUBLIC ADMINI,2,3
BRONX,OFFENSES AGAINST PUBLIC ADMINI,3,6
BRONX,OFFENSES AGAINST PUBLIC ADMINI,4,2
BRONX,OFFENSES AGAINST PUBLIC ADMINI,5,1
BRONX,OFFENSES AGAINST PUBLIC ADMINI,6,1
BRONX,OFFENSES AGAINST PUBLIC ADMINI,7,1
BRONX,OFFENSES AGAINST PUBLIC ADMINI,8,5
BRONX,OFFENSES AGAINST PUBLIC ADMINI,9,5
BRONX,OFFENSES AGAINST PUBLIC ADMINI,10,7
BRONX,OFFENSES AGAINST PUBLIC ADMINI,11,8
BRONX,OFFENSES AGAINST PUBLIC ADMINI,12,7
BRONX,OFFENSES AGAINST PUBLIC ADMINI,13,12
BRONX,OFFENSES AGAINST PUBLIC ADMINI,14,6
BRONX,OFFENSES AGAINST PUBLIC ADMINI,15,9
BRONX,OFFENSES AGAINST PUBLIC ADMINI,16,10
BRONX,OFFENSES AGAINST PUBLIC ADMINI,17,15
BRONX,OFFENSES AGAINST PUBLIC ADMINI,18,13
BRONX,OFFENSES AGAINST PUBLIC ADMINI,19,11
BRONX,OFFENSES AGAINST PUBLIC ADMINI,20,8
BRONX,OFFENSES AGAINST PUBLIC ADMINI,21,6
BRONX,OFFENSES AGAINST PUBLIC ADMINI,22,5
BRONX,OFFENSES AGAINST PUBLIC ADMINI,23,2
BRONX,OFFENSES AGAINST PUBLIC SAFETY,0,1
BRONX,OFFENSES AGAINST PUBLIC SAFETY,2,1
BRONX,OFFENSES AGAINST PUBLIC SAFETY,10,1
BRONX,OFFENSES AGAINST PUBLIC SAFETY,15,1
BRONX,OFFENSES AGAINST PUBLIC SAFETY,17,1
BRONX,OFFENSES AGAINST PUBLIC SAFETY,20,2
BRONX,OFFENSES AGAINST THE PERSON,0,2
BRONX,OFFENSES AGAINST THE PERSON,1,1
BRONX,OFFENSES AGAINST THE PERSON,2,2
BRONX,OFFENSES AGAINST THE PERSON,8,2
BRONX,OFFENSES AGAINST THE PERSON,9,2
BRONX,OFFENSES AGAINST THE PERSON,11,3
BRONX,OFFENSES AGAINST THE PERSON,12,1
BRONX,OFFENSES AGAINST THE PERSON,14,2
BRONX,OFFENSES AGAINST THE PERSON,15,2
BRONX,OFFENSES AGAINST THE PERSON,16,1
BRONX,OFFENSES AGAINST THE PERSON,17,5
BRONX,OFFENSES AGAINST THE PERSON,18,4
BRONX,OFFENSES AGAINST THE PERSON,19,7
BRONX,OFFENSES AGAINST THE PERSON,20,7
BRONX,OFFENSES AGAINST THE PERSON,21,3
BRONX,OFFENSES AGAINST THE PERSON,22,3
BRONX,OFFENSES AGAINST THE PERSON,23,4
BRONX,OFFENSES INVOLVING FRAUD,0,7
BRONX,OFFENSES INVOLVING FRAUD,1,6
BRONX,OFFENSES INVOLVING FRAUD,2,1
BRONX,OFFENSES INVOLVING FRAUD,5,1
BRONX,OFFENSES INVOLVING FRAUD,10,5
BRONX,OFFENSES INVOLVING FRAUD,11,3
BRONX,OFFENSES INVOLVING FRAUD,12,2
BRONX,OFFENSES INVOLVING FRAUD,13,6
BRONX,OFFENSES INVOLVING FRAUD,14,6
BRONX,OFFENSES INVOLVING FRAUD,15,8
BRONX,OFFENSES INVOLVING FRAUD,16,9
BRONX,OFFENSES INVOLVING FRAUD,17,7
BRONX,OFFENSES INVOLVING FRAUD,18,5
BRONX,OFFENSES INVOLVING FRAUD,19,10
BRONX,OFFENSES INVOLVING FRAUD,20,11
BRONX,OFFENSES INVOLVING FRAUD,21,19
BRONX,OFFENSES INVOLVING FRAUD,22,8
BRONX,OFFENSES INVOLVING FRAUD,23,3
BRONX,OTHER OFFENSES RELATED TO THEF,0,4
BRONX,OTHER OFFENSES RELATED TO THEF,1,1
BRONX,OTHER OFFENSES RELATED TO THEF,3,1
BRONX,OTHER OFFENSES RELATED TO THEF,5,2
BRONX,OTHER OFFENSES RELATED TO THEF,6,2
BRONX,OTHER OFFENSES RELATED TO THEF,7,4
BRONX,OTHER OFFENSES RELATED TO THEF,8,3
BRONX,OTHER OFFENSES RELATED TO THEF,9,6
BRONX,OTHER OFFENSES RELATED TO THEF,10,8
BRONX,OTHER OFFENSES RELATED TO THEF,11,4
BRONX,OTHER OFFENSES RELATED TO THEF,13,2
BRONX,OTHER OFFENSES RELATED TO THEF,14,16
BRONX,OTHER OFFENSES RELATED TO THEF,15,16
BRONX,OTHER OFFENSES RELATED TO THEF,16,16
BRONX,OTHER OFFENSES RELATED TO THEF,17,8
BRONX,OTHER OFFENSES RELATED TO THEF,18,3
BRONX,OTHER OFFENSES RELATED TO THEF,19,4
BRONX,OTHER OFFENSES RELATED TO THEF,20,11
BRONX,OTHER OFFENSES RELATED TO THEF,21,8
BRONX,OTHER OFFENSES RELATED TO THEF,22,9
BRONX,OTHER OFFENSES RELATED TO THEF,23,10
BRONX,OTHER STATE LAWS,12,1
BRONX,OTHER STATE LAWS,20,1
BRONX,OTHER STATE LAWS (NON PENAL LA,1,1
BRONX,OTHER STATE LAWS (NON PENAL LA,2,1
BRONX,OTHER STATE LAWS (NON PENAL LA,3,1
BRONX,OTHER STATE LAWS (NON PENAL LA,5,1
BRONX,OTHER STATE LAWS (NON PENAL LA,11,2
BRONX,OTHER STATE LAWS (NON PENAL LA,12,2
BRONX,OTHER STATE LAWS (NON PENAL LA,17,1
BRONX,OTHER STATE LAWS (NON PENAL LA,18,3
BRONX,OTHER STATE LAWS (NON PENAL LA,22,2
BRONX,OTHER STATE LAWS (NON PENAL LA,23,2
BRONX,PETIT LARCENY,0,41
BRONX,PETIT LARCENY,1,22
BRONX,PETIT LARCENY,2,15
BRONX,PETIT LARCENY,3,16
BRONX,PETIT LARCENY,4,21
BRONX,PETIT LARCENY,5,15
BRONX,PETIT LARCENY,6,34
BRONX,PETIT LARCENY,7,29
BRONX,PETIT LARCENY,8,58
BRONX,PETIT LARCENY,9,71
BRONX,PETIT LARCENY,10,97
BRONX,PETIT LARCENY,11,98
BRONX,PETIT LARCENY,12,119
BRONX,PETIT LARCENY,13,94
BRONX,PETIT LARCENY,14,129
BRONX,PETIT LARCENY,15,119
BRONX,PETIT LARCENY,16,124
BRONX,PETIT LARCENY,17,108
BRONX,PETIT LARCENY,18,115
BRONX,PETIT LARCENY,19,108
BRONX,PETIT LARCENY,20,78
BRONX,PETIT LARCENY,21,60
BRONX,PETIT LARCENY,22,38
BRONX,PETIT LARCENY,23,31
BRONX,PETIT LARCENY OF MOTOR VEHICLE,12,1
BRONX,PETIT LARCENY OF MOTOR VEHICLE,14,1
BRONX,PETIT LARCENY OF MOTOR VEHICLE,18,1
BRONX,POSSESSION OF STOLEN PROPERTY,0,3
BRONX,POSSESSION OF STOLEN PROPERTY,1,1
BRONX,POSSESSION OF STOLEN PROPERTY,8,1
BRONX,POSSESSION OF STOLEN PROPERTY,10,1
